[+] Containers:
 |- [+] Container: /Game/Sub-Games/Roller/Maps/Roller_Level04
 |   |- [+] ActorDescs:
 |   |   |- Guid:0006AB34499ADDF1AD44E08E7E6A8413 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1836489266 Label:Box_35D8A495 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-0.000 Y=-1420.000 Z=2270.000), Max=(X=1000.000 Y=-420.000 Z=2370.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:2CA1207C43FB76744C8AE8819C6B50A4 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1562175241 Label:Box79 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-1010.000 Y=-1420.000 Z=1365.000), Max=(X=-10.000 Y=-420.000 Z=1365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:2D7090DF4538458C5B0B95B427E79485 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868BB0D02_1925781151 Label:Box69 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-10.000 Y=1580.000 Z=1365.000), Max=(X=990.000 Y=1580.000 Z=2365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:2FA3310E493F0F08043BF682A1B0CA6F BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1781111257 Label:Box50 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-1010.000 Y=580.000 Z=4365.000), Max=(X=-10.000 Y=1580.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:3B1F132E431837B4FFBDB6A94C537385 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1748375243 Label:Box37 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=990.000 Y=580.000 Z=3365.000), Max=(X=990.000 Y=1580.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:3D655902422171FBFFE1ABB1106E2E12 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1748373240 Label:Box34 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-1010.000 Y=-1420.000 Z=3365.000), Max=(X=-10.000 Y=-1420.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:3F12CA0C4D3E8B9AEB1834963A81D34E BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1748372239 Label:Box33 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2010.000 Y=-1420.000 Z=3365.000), Max=(X=-1010.000 Y=-1420.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:43B06A3B4E4C35A185BFE188BCB67358 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1879153272 Label:Box_35D8A499 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-0.000 Y=-420.000 Z=3367.802), Max=(X=1000.000 Y=-320.000 Z=4367.802) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:454FEF474924FDEC88CA859443445C0F BaseClass: NativeClass:/Script/Engine.SkyLight Name:SkyLight_UAID_A85E45CFE40401D200_1470380759 Label:SkyLight SpatiallyLoaded:0 Bounds:IsValid=true, Min=(X=0.000 Y=0.000 Z=0.000), Max=(X=0.000 Y=0.000 Z=0.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Lighting FolderGuid:B7E9BD5B45A652654791988DEF54CCEB
 |   |   |- Guid:48596BF446EDADD060E08981AD4E2282 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1889351273 Label:Box_35D8A500 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-0.000 Y=580.000 Z=3367.802), Max=(X=1000.000 Y=680.000 Z=4367.802) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:4BF31AE24C8700A57723B18DE9498602 BaseClass: NativeClass:/Script/Engine.SkyAtmosphere Name:SkyAtmosphere_UAID_A85E45CFE40401D200_1470382762 Label:SkyAtmosphere SpatiallyLoaded:0 Bounds:IsValid=true, Min=(X=0.000 Y=0.000 Z=0.000), Max=(X=0.000 Y=0.000 Z=0.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Lighting FolderGuid:B7E9BD5B45A652654791988DEF54CCEB
 |   |   |- Guid:4D8202BD4035B77842A849BDC90CACA6 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1781112259 Label:Box52 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2010.000 Y=580.000 Z=4365.000), Max=(X=-1010.000 Y=1580.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:507F28F34E0940CB211F5BB99BF8C578 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868BB0D02_1871576139 Label:Box57 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2010.000 Y=-420.000 Z=1365.000), Max=(X=-2010.000 Y=580.000 Z=2365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:512B7C614AAA6826C03CE289C85593CC BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1748377247 Label:Box41 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-1010.000 Y=1580.000 Z=3365.000), Max=(X=-10.000 Y=1580.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:558397294A1EFF4EBA86EB88DB1E4085 BaseClass: NativeClass:/Script/Engine.PointLight Name:PointLight_UAID_74563CB1B868B5FE01_1883104262 Label:PointLight SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-16884.000 Y=-16304.000 Z=-13514.000), Max=(X=15884.000 Y=16464.000 Z=19254.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0
 |   |   |- Guid:57AE82C44D5ED86652E7D8B73384DC2B BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868BB0D02_1925783153 Label:Box71 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2010.000 Y=1580.000 Z=1365.000), Max=(X=-1010.000 Y=1580.000 Z=2365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:5A310367495C032FCAD386AE39364A79 BaseClass:/Game/Sub-Games/Roller/Blueprints/BP_Target.BP_Target_C NativeClass:/Script/Engine.Actor Name:BP_Target_C_UAID_74563CB1B868C10D02_1763124258 Label:BP_Target12 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2010.328 Y=-1420.000 Z=1365.038), Max=(X=-2007.928 Y=-420.000 Z=2365.038) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:5DE18E0B454A1B68101FFEB8045EA5E7 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1718980256 Label:Box_35D8A494 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-100.000 Y=580.000 Z=2370.000), Max=(X=0.000 Y=1580.000 Z=3370.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:5F1C0918414E418317780CA6E13DB3D2 BaseClass: NativeClass:/Script/Engine.PostProcessVolume Name:PostProcessVolume_UAID_74563CB1B868BAFE01_1158388153 Label:PostProcessVolume SpatiallyLoaded:0 Bounds:IsValid=true, Min=(X=10.000 Y=-340.000 Z=1660.000), Max=(X=210.000 Y=-140.000 Z=1860.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0
 |   |   |- Guid:62B86D4E46F35110633C9E99460423E2 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1691114254 Label:Box_35D8A492 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2000.000 Y=580.000 Z=3370.000), Max=(X=-1000.000 Y=1580.000 Z=3470.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:63078B4841E176D91E7514B55763B8C6 BaseClass: NativeClass:/Script/Engine.WorldPartitionHLOD Name:TestMap_HLOD0_Instancing_00000000adf8cff7 Label:TestMap_HLOD0_Instancing/TestMap_MainGrid_-1_0_0_0 SpatiallyLoaded:0 Bounds:(Editor:IsValid=true, Min=(X=-1000.000 Y=-420.000 Z=2820.000), Max=(X=0.000 Y=580.000 Z=2920.000) Runtime:IsValid=true, Min=(X=-2114.128 Y=-1520.000 Z=1680.000), Max=(X=1100.000 Y=1700.000 Z=3980.000)) RuntimeGrid:MainGrid:TestMap_HLOD0_Instancing EditorOnly:0 RuntimeOnly:1 HLODRelevant:1 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:HLOD/TestMap_HLOD0_Instancing FolderGuid:BA7FBAEB463A249C4381398E330C9877
 |   |   |- Guid:676AC3B74062210A829A729678E17C31 BaseClass: NativeClass:/Script/Engine.VolumetricCloud Name:VolumetricCloud_UAID_A85E45CFE40401D200_1470381760 Label:VolumetricCloud SpatiallyLoaded:0 Bounds:IsValid=true, Min=(X=0.000 Y=0.000 Z=0.000), Max=(X=0.000 Y=0.000 Z=0.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Lighting FolderGuid:B7E9BD5B45A652654791988DEF54CCEB
 |   |   |- Guid:684DEED74238F2EDD49994B0CFD9CA50 BaseClass:/Game/Sub-Games/Roller/Blueprints/BP_Target.BP_Target_C NativeClass:/Script/Engine.Actor Name:BP_Target_C_UAID_74563CB1B868C10D02_1742577257 Label:BP_Target11 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=989.672 Y=-1420.000 Z=1365.038), Max=(X=992.072 Y=-420.000 Z=2365.038) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:684EADC64F171139C81A20869B71D918 BaseClass:/Game/Sub-Games/Roller/Blueprints/BP_Target.BP_Target_C NativeClass:/Script/Engine.Actor Name:BP_Target_C_UAID_74563CB1B868C10D02_1647346250 Label:BP_Target10 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2009.128 Y=1578.800 Z=2365.038), Max=(X=-1009.128 Y=1581.200 Z=3365.038) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:700090144DF361FAB9C8F9ADB1D155E7 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868BB0D02_2003622156 Label:Box74 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=990.000 Y=580.000 Z=2365.000), Max=(X=990.000 Y=1580.000 Z=3365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:7071C1944576DD7DF3967A9FA8D5448B BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868BB0D02_1896727146 Label:Box64 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-1010.000 Y=-1420.000 Z=1365.000), Max=(X=-10.000 Y=-1420.000 Z=2365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:70876E1C444810E6CF7F27AC8647A7F3 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1680158252 Label:Box_35D8A490 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2000.000 Y=580.000 Z=2270.000), Max=(X=-1000.000 Y=1580.000 Z=2370.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:795245AA46107A9E3E0CF2911A8126E2 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1572616244 Label:Box82 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-1010.000 Y=-420.000 Z=1365.000), Max=(X=-10.000 Y=580.000 Z=1365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:796ABD524052B5C9833A3686C0636147 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1836491268 Label:Box_35D8A497 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-0.000 Y=-1420.000 Z=3370.000), Max=(X=1000.000 Y=-420.000 Z=3470.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:7AD154B945CA641FDE99FC85AB8B8FB9 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868BB0D02_1896726145 Label:Box63 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-10.000 Y=-1420.000 Z=1365.000), Max=(X=990.000 Y=-1420.000 Z=2365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:7E9B1CF143E7FEEE39FC0786F1FA25AE BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1781107252 Label:Box45 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-1010.000 Y=-1420.000 Z=4365.000), Max=(X=-10.000 Y=-420.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:7F3505F446ED9AED3F9FEEADC707D765 BaseClass: NativeClass:/Script/Engine.ExponentialHeightFog Name:ExponentialHeightFog_UAID_A85E45CFE40401D200_1470382763 Label:ExponentialHeightFog SpatiallyLoaded:0 Bounds:IsValid=true, Min=(X=-5600.000 Y=-50.000 Z=-6850.000), Max=(X=-5600.000 Y=-50.000 Z=-6850.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 FolderPath:Lighting FolderGuid:B7E9BD5B45A652654791988DEF54CCEB
 |   |   |- Guid:816E5BF341E5823157024891892FE2FD BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1836490267 Label:Box_35D8A496 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2000.000 Y=-1420.000 Z=2270.000), Max=(X=-1000.000 Y=-420.000 Z=2370.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:873C720748A5A0834678FD853BC457B3 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1781108253 Label:Box46 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-10.000 Y=-1420.000 Z=4365.000), Max=(X=990.000 Y=-420.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:8B572AC14F02FA68441A299064EA9868 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1705509255 Label:Box_35D8A493 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-1000.000 Y=580.000 Z=2370.000), Max=(X=-900.000 Y=1580.000 Z=3370.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:8BB150564B2AC5E308F6D296EBFA6FF3 BaseClass: NativeClass:/Script/Landscape.Landscape Name:Landscape_UAID_A85E45CFE404FBD100_1221515703 Label:Landscape SpatiallyLoaded:0 Bounds:IsValid=true, Min=(X=-100800.000 Y=-100800.000 Z=100.000), Max=(X=-100800.000 Y=-100800.000 Z=100.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0
 |   |   |- Guid:8F275ADE45D15DF7C14285997F83F236 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868B5FE01_1748374241 Label:Box35 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2010.000 Y=-420.000 Z=3365.000), Max=(X=-2010.000 Y=580.000 Z=4365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
 |   |   |- Guid:90AA0DC64433CFB9B3D566A9AE96EB54 BaseClass: NativeClass:/Script/Engine.StaticMeshActor Name:StaticMeshActor_UAID_74563CB1B868C10D02_1579979247 Label:Box85 SpatiallyLoaded:1 Bounds:IsValid=true, Min=(X=-2010.000 Y=580.000 Z=1365.000), Max=(X=-1010.000 Y=1580.000 Z=1365.000) RuntimeGrid:None EditorOnly:0 RuntimeOnly:0 HLODRelevant:0 ListedInSceneOutliner:1 IsMainWorldOnly:0 Parent:BA95105E432A52C20F1FD38AFDEA4A57
